GJ 676 A b,GJ 676 A,1840.86213
GJ 676 A c,GJ 676 A,4288.14087
GJ 676 A d,GJ 676 A,3.81394
GJ 676 A e,GJ 676 A,6.6744
GJ 876 b,GJ 876,723.2235
GJ 876 c,GJ 876,226.9846
GJ 876 d,GJ 876,6.83
GJ 876 e,GJ 876,14.6
GJ 9827 b,GJ 9827,5.14
GJ 9827 c,GJ 9827,1.3
GJ 9827 d,GJ 9827,3.53
HD 10180 c,HD 10180,13.22173
HD 10180 d,HD 10180,12.01397
HD 10180 e,HD 10180,25.58532
HD 10180 f,HD 10180,22.94733
HD 10180 g,HD 10180,23.26516
HD 10180 h,HD 10180,65.66368
HD 108236 b,HD 108236,
HD 108236 c,HD 108236,
HD 108236 d,HD 108236,
HD 108236 e,HD 108236,
HD 108236 f,HD 108236,
HD 110067 b,HD 110067,5.69
HD 110067 c,HD 110067,6.3
HD 110067 d,HD 110067,8.52
HD 110067 e,HD 110067,3.9
HD 110067 f,HD 110067,5.04
HD 110067 g,HD 110067,8.4
HD 11506 b,HD 11506,1551.00263
HD 11506 c,HD 11506,117.27868
HD 11506 d,HD 11506,2346.52713
HD 125612 b,HD 125612,945.22168
HD 125612 c,HD 125612,15.57359
HD 125612 d,HD 125612,2281.37231
HD 133131 A b,HD 133131 A,451.3186
HD 133131 A c,HD 133131 A,133.4886
HD 133131 B b,HD 133131 B,794.575
HD 136352 b,HD 136352,4.72
HD 136352 c,HD 136352,11.24
HD 136352 d,HD 136352,8.82
HD 141399 b,HD 141399,143.34133
HD 141399 c,HD 141399,422.7139
HD 141399 d,HD 141399,375.0394
HD 141399 e,HD 141399,209.7678
HD 142 A d,HD 142,82.63539
HD 142 b,HD 142,396.96768
HD 142 c,HD 142,3464.64746
HD 153557 b,HD 153557,20.34102
HD 153557 c,HD 153557,17.48056
HD 153557 d,HD 153557,8725.66109
HD 158259 b,HD 158259,2.22
HD 158259 c,HD 158259,5.6
HD 158259 d,HD 158259,5.41
HD 158259 e,HD 158259,6.08
HD 158259 f,HD 158259,6.14
HD 160691 b,HD 160691,1366.66215
HD 160691 c,HD 160691,1398.44499
HD 160691 d,HD 160691,
HD 160691 e,HD 160691,2224.79885
HD 164922 b,HD 164922,116
HD 164922 c,HD 164922,13
HD 164922 d,HD 164922,4
HD 164922 e,HD 164922,10.52012
HD 181433 b,HD 181433,6.3566
HD 181433 c,HD 181433,203
HD 181433 d,HD 181433,171
HD 184010 b,HD 184010,98.52681
HD 184010 c,HD 184010,95.34852
HD 184010 d,HD 184010,143.02278
HD 191939 b,HD 191939,10
HD 191939 c,HD 191939,8
HD 191939 d,HD 191939,2.8
HD 191939 e,HD 191939,112.2
HD 191939 f,HD 191939,660
HD 191939 g,HD 191939,13.5
HD 204313 b,HD 204313,1466.7781
HD 204313 c,HD 204313,17.16273
HD 204313 e,HD 204313,4868.17771
HD 20781 b,HD 20781,1.93
HD 20781 c,HD 20781,5.33
HD 20781 d,HD 20781,10.61
HD 20781 e,HD 20781,14.03
HD 20782 b,HD 20782,472.83
HD 20794 b,HD 20794,2.7
HD 20794 c,HD 20794,2.4
HD 20794 d,HD 20794,4.8
HD 20794 e,HD 20794,4.77
HD 215152 b,HD 215152,1.819
HD 215152 c,HD 215152,1.72
HD 215152 d,HD 215152,2.801
HD 215152 e,HD 215152,2.877
HD 219134 b,HD 219134,4.74
HD 219134 c,HD 219134,4.36
HD 219134 d,HD 219134,16.17
HD 219134 f,HD 219134,7.3
HD 219134 g,HD 219134,10.80622
HD 219134 h,HD 219134,108.0622
HD 22946 d,HD 22946,26.57
HD 23472 b,HD 23472,8.32
HD 23472 c,HD 23472,3.41
HD 23472 d,HD 23472,0.55
HD 23472 e,HD 23472,0.72
HD 23472 f,HD 23472,0.77
HD 27894 b,HD 27894,196.73578
HD 27894 c,HD 27894,51.48846
HD 27894 d,HD 27894,2063.65985
HD 28109 b,HD 28109,18.496
HD 28109 c,HD 28109,7.943
HD 28109 d,HD 28109,5.681
HD 31527 b,HD 31527,10.47
HD 31527 c,HD 31527,14.16
HD 31527 d,HD 31527,11.82
HD 3167 b,HD 3167,4.97
HD 3167 c,HD 3167,11.13
HD 3167 d,HD 3167,4.33
HD 3167 e,HD 3167,8.41
HD 33142 b,HD 33142,400.46379
HD 33142 c,HD 33142,282.86728
HD 33142 d,HD 33142,63.56568
HD 34445 b,HD 34445,260.6206
HD 34445 c,HD 34445,53.5
HD 34445 d,HD 34445,30.7
HD 34445 e,HD 34445,16.8
HD 34445 f,HD 34445,37.9
HD 34445 g,HD 34445,120.6
HD 37124 b,HD 37124,214.53525
HD 37124 c,HD 37124,207.22516
HD 37124 d,HD 37124,221.20968
HD 39091 b,HD 39091,3917.23512
HD 39194 b,HD 39194,4
HD 39194 c,HD 39194,6.3
HD 39194 d,HD 39194,4
HD 40307 b,HD 40307,4
HD 40307 c,HD 40307,6.6
HD 40307 d,HD 40307,9.5
HD 40307 f,HD 40307,5.2
HD 40307 g,HD 40307,7.1
HD 63433 b,HD 63433,
HD 63433 c,HD 63433,
HD 63433 d,HD 63433,
HD 69830 b,HD 69830,10.2
HD 69830 c,HD 69830,11.8
HD 69830 d,HD 69830,18.1
HD 7924 b,HD 7924,6.3566
HD 7924 c,HD 7924,7.86
HD 7924 d,HD 7924,6.44
HD 93385 b,HD 93385,4.2
HD 93385 c,HD 93385,7.1
HD 93385 d,HD 93385,8.7
HD 96700 b,HD 96700,8.9
HD 96700 c,HD 96700,3.5
HD 96700 d,HD 96700,12.7
HIP 14810 b,HIP 14810,1239.537
HIP 14810 c,HIP 14810,416.3573
HIP 14810 d,HIP 14810,187.5197
HIP 29442 b,HIP 29442,9.6
HIP 29442 c,HIP 29442,4.5
HIP 29442 d,HIP 29442,5.1
HIP 41378 b,HIP 41378,
HIP 41378 c,HIP 41378,
HIP 41378 d,HIP 41378,
HIP 41378 e,HIP 41378,
HIP 41378 f,HIP 41378,
HIP 57274 b,HIP 57274,6.3566
HIP 57274 c,HIP 57274,130
HIP 57274 d,HIP 57274,167.4
HR 858 b,HR 858,
HR 858 c,HR 858,
HR 858 d,HR 858,
HR 8799 b,HR 8799,2000
HR 8799 c,HR 8799,3000
HR 8799 d,HR 8799,3000
HR 8799 e,HR 8799,3178.3
K2-133 b,K2-133,
K2-133 c,K2-133,
K2-133 d,K2-133,
K2-133 e,K2-133,
K2-136 b,K2-136,4.3
K2-136 c,K2-136,18.1
K2-136 d,K2-136,3
K2-138 b,K2-138,3.1
K2-138 c,K2-138,6.31
K2-138 d,K2-138,7.92
K2-138 e,K2-138,12.97
K2-138 f,K2-138,1.63
K2-138 g,K2-138,4.32
K2-148 b,K2-148,
K2-148 c,K2-148,
K2-148 d,K2-148,
K2-155 b,K2-155,
K2-155 c,K2-155,
K2-155 d,K2-155,
K2-16 b,K2-16,
K2-16 c,K2-16,
K2-165 b,K2-165,
K2-165 c,K2-165,
K2-165 d,K2-165,
K2-183 b,K2-183,
K2-183 c,K2-183,
K2-183 d,K2-183,
K2-187 b,K2-187,
K2-187 c,K2-187,
K2-187 d,K2-187,
K2-187 e,K2-187,
K2-19 b,K2-19,32.4
K2-19 c,K2-19,10.8
K2-19 d,K2-19,10
K2-198 b,K2-198,
K2-198 c,K2-198,
K2-198 d,K2-198,
K2-219 b,K2-219,
K2-219 c,K2-219,
K2-219 d,K2-219,
K2-233 b,K2-233,11.26
K2-233 c,K2-233,12.81
K2-233 d,K2-233,21.14
K2-239 b,K2-239,
K2-239 c,K2-239,
K2-239 d,K2-239,
K2-266 b,K2-266,11.26782
K2-266 c,K2-266,0.29013
K2-266 d,K2-266,8.9
K2-266 e,K2-266,14.3
K2-268 b,K2-268,
K2-268 c,K2-268,
K2-268 d,K2-268,
K2-268 e,K2-268,
K2-268 f,K2-268,
K2-285 b,K2-285,9.68
K2-285 c,K2-285,15.68
K2-285 d,K2-285,6.5
K2-285 e,K2-285,10.7
K2-3 b,K2-3,5.11
K2-3 c,K2-3,2.68
K2-3 d,K2-3,2.2
K2-32 b,K2-32,15
K2-32 c,K2-32,8.1
K2-32 d,K2-32,6.7
K2-32 e,K2-32,2.1
K2-352 b,K2-352,
K2-352 c,K2-352,
K2-352 d,K2-352,
K2-368 b,K2-368,
K2-368 c,K2-368,
K2-368 d,K2-368,
K2-37 b,K2-37,
K2-37 c,K2-37,
K2-37 d,K2-37,
K2-381 b,K2-381,
K2-381 c,K2-381,
K2-381 d,K2-381,
K2-384 b,K2-384,
K2-384 c,K2-384,
K2-384 d,K2-384,
K2-384 e,K2-384,
K2-384 f,K2-384,
K2-58 b,K2-58,
K2-58 c,K2-58,
K2-58 d,K2-58,
K2-72 b,K2-72,
K2-72 c,K2-72,
K2-72 d,K2-72,
K2-72 e,K2-72,
K2-80 b,K2-80,
K2-80 c,K2-80,
K2-80 d,K2-80,
KIC 10001893 b,KIC 10001893,
KIC 10001893 c,KIC 10001893,
KIC 10001893 d,KIC 10001893,
KIC 8540376 b,KOI-7892,
KIC 8540376 c,KOI-7892,
KOI-142 b,KOI-142,9.5
KOI-142 c,KOI-142,214.1
KOI-1831 d,Kepler-324,2.23
KOI-1833 d,Kepler-968,11.02
KOI-351 b,KOI-351,
KOI-351 c,KOI-351,
KOI-351 d,KOI-351,
KOI-351 e,KOI-351,
KOI-351 f,KOI-351,
KOI-351 g,KOI-351,
KOI-351 h,KOI-351,
KOI-94 b,KOI-94,10.5
KOI-94 c,KOI-94,15.6
KOI-94 d,KOI-94,106
KOI-94 e,KOI-94,35
Kepler-10 b,Kepler-10,3.26
Kepler-10 c,Kepler-10,11.4
Kepler-10 d,Kepler-10,12.68
Kepler-100 b,Kepler-100,7.34
Kepler-100 c,Kepler-100,7.05
Kepler-100 d,Kepler-100,3
Kepler-102 b,Kepler-102,1.1
Kepler-102 c,Kepler-102,1.7
Kepler-102 d,Kepler-102,3
Kepler-102 e,Kepler-102,4.7
Kepler-102 f,Kepler-102,4.3
Kepler-104 b,Kepler-104,
Kepler-104 c,Kepler-104,
Kepler-104 d,Kepler-104,
Kepler-106 b,Kepler-106,5.3
Kepler-106 c,Kepler-106,10.44
Kepler-106 d,Kepler-106,8.1
Kepler-106 e,Kepler-106,11.17
Kepler-107 b,Kepler-107,3.8
Kepler-107 c,Kepler-107,10
Kepler-107 d,Kepler-107,7.7
Kepler-107 e,Kepler-107,14.1
Kepler-1073 b,Kepler-1073,
Kepler-1073 c,Kepler-1073,
Kepler-1073 d,Kepler-1073,
Kepler-11 b,Kepler-11,1.9
Kepler-11 c,Kepler-11,2.9
Kepler-11 d,Kepler-11,7.3
Kepler-11 e,Kepler-11,8
Kepler-11 f,Kepler-11,2
Kepler-11 g,Kepler-11,25
Kepler-1130 b,Kepler-1130,
Kepler-1130 c,Kepler-1130,
Kepler-1130 d,Kepler-1130,
Kepler-114 b,Kepler-114,
Kepler-114 c,Kepler-114,2.8
Kepler-114 d,Kepler-114,3.9
Kepler-122 b,Kepler-122,
Kepler-122 c,Kepler-122,
Kepler-122 d,Kepler-122,
Kepler-122 e,Kepler-122,
Kepler-122 f,Kepler-122,36
Kepler-124 b,Kepler-124,
Kepler-124 c,Kepler-124,
Kepler-124 d,Kepler-124,
Kepler-1254 b,Kepler-1254,
Kepler-1254 c,Kepler-1254,
Kepler-1254 d,Kepler-1254,
Kepler-126 b,Kepler-126,
Kepler-126 c,Kepler-126,
Kepler-126 d,Kepler-126,
Kepler-127 b,Kepler-127,
Kepler-127 c,Kepler-127,
Kepler-127 d,Kepler-127,
Kepler-129 b,Kepler-129,20
Kepler-129 c,Kepler-129,43
Kepler-129 d,Kepler-129,2637.97578
Kepler-130 b,Kepler-130,
Kepler-130 c,Kepler-130,
Kepler-130 d,Kepler-130,
Kepler-1311 b,Kepler-1311,
Kepler-1311 c,Kepler-1311,
Kepler-1311 d,Kepler-1311,
Kepler-132 b,Kepler-132,
Kepler-132 c,Kepler-132,
Kepler-132 d,Kepler-132,
Kepler-132 e,Kepler-132,
Kepler-1321 b,Kepler-1321,
Kepler-1321 c,Kepler-1321,
Kepler-1321 d,Kepler-1321,
Kepler-138 b,Kepler-138,0.07
Kepler-138 c,Kepler-138,2.3
Kepler-138 d,Kepler-138,2.1
Kepler-138 e,Kepler-138,0.43
Kepler-1388 b,Kepler-1388,
Kepler-1388 c,Kepler-1388,
Kepler-1388 d,Kepler-1388,
Kepler-1388 e,Kepler-1388,
Kepler-142 b,Kepler-142,
Kepler-142 c,Kepler-142,
Kepler-142 d,Kepler-142,
Kepler-1468 b,Kepler-1468,
Kepler-1468 c,Kepler-1468,
Kepler-1468 d,Kepler-1468,
Kepler-148 b,Kepler-148,
Kepler-148 c,Kepler-148,
Kepler-148 d,Kepler-148,
Kepler-149 b,Kepler-149,
Kepler-149 c,Kepler-149,
Kepler-149 d,Kepler-149,
Kepler-150 b,Kepler-150,
Kepler-150 c,Kepler-150,
Kepler-150 d,Kepler-150,
Kepler-150 e,Kepler-150,
Kepler-150 f,Kepler-150,
Kepler-1530 b,Kepler-1530,
Kepler-1530 c,Kepler-1530,
Kepler-1530 d,Kepler-1530,
Kepler-154 b,Kepler-154,
Kepler-154 c,Kepler-154,
Kepler-154 d,Kepler-154,
Kepler-154 e,Kepler-154,
Kepler-154 f,Kepler-154,
Kepler-1542 b,Kepler-1542,
Kepler-1542 c,Kepler-1542,
Kepler-1542 d,Kepler-1542,
Kepler-1542 e,Kepler-1542,
Kepler-157 b,Kepler-157,
Kepler-157 c,Kepler-157,
Kepler-157 d,Kepler-157,
Kepler-160 b,Kepler-160,
Kepler-160 c,Kepler-160,
Kepler-160 d,Kepler-160,100
Kepler-164 b,Kepler-164,
Kepler-164 c,Kepler-164,
Kepler-164 d,Kepler-164,
Kepler-166 b,Kepler-166,
Kepler-166 c,Kepler-166,
Kepler-166 d,Kepler-166,
Kepler-1669 b,Kepler-1669,
Kepler-1669 c,Kepler-1669,
Kepler-167 b,Kepler-167,
Kepler-167 c,Kepler-167,
Kepler-167 d,Kepler-167,
Kepler-167 e,Kepler-167,321.00669
Kepler-169 b,Kepler-169,
Kepler-169 c,Kepler-169,
Kepler-169 d,Kepler-169,
Kepler-169 e,Kepler-169,
Kepler-169 f,Kepler-169,
Kepler-171 b,Kepler-171,
Kepler-171 c,Kepler-171,
Kepler-171 d,Kepler-171,
Kepler-172 b,Kepler-172,
Kepler-172 c,Kepler-172,
Kepler-172 d,Kepler-172,
Kepler-172 e,Kepler-172,
Kepler-174 b,Kepler-174,
Kepler-174 c,Kepler-174,
Kepler-174 d,Kepler-174,
Kepler-176 b,Kepler-176,
Kepler-176 c,Kepler-176,
Kepler-176 d,Kepler-176,
Kepler-176 e,Kepler-176,
Kepler-178 b,Kepler-178,
Kepler-178 c,Kepler-178,
Kepler-178 d,Kepler-178,
Kepler-18 b,Kepler-18,6.9
Kepler-18 c,Kepler-18,17.3
Kepler-18 d,Kepler-18,16.4
Kepler-184 b,Kepler-184,
Kepler-184 c,Kepler-184,
Kepler-184 d,Kepler-184,
Kepler-186 b,Kepler-186,
Kepler-186 c,Kepler-186,
Kepler-186 d,Kepler-186,
Kepler-186 e,Kepler-186,
Kepler-186 f,Kepler-186,
Kepler-19 b,Kepler-19,6.1
Kepler-19 c,Kepler-19,13.1
Kepler-19 d,Kepler-19,22.5
Kepler-191 b,Kepler-191,
Kepler-191 c,Kepler-191,
Kepler-191 d,Kepler-191,
Kepler-192 b,Kepler-192,
Kepler-192 c,Kepler-192,
Kepler-192 d,Kepler-192,
Kepler-194 b,Kepler-194,
Kepler-194 c,Kepler-194,
Kepler-194 d,Kepler-194,
Kepler-196 b,Kepler-196,
Kepler-196 c,Kepler-196,
Kepler-196 d,Kepler-196,
Kepler-197 b,Kepler-197,
Kepler-197 c,Kepler-197,
Kepler-197 d,Kepler-197,
Kepler-197 e,Kepler-197,
Kepler-198 b,Kepler-198,
Kepler-198 c,Kepler-198,
Kepler-198 d,Kepler-198,
Kepler-20 b,Kepler-20,9.7
Kepler-20 c,Kepler-20,11.1
Kepler-20 d,Kepler-20,13.4
Kepler-20 e,Kepler-20,0.76
Kepler-20 f,Kepler-20,1.4
Kepler-20 g,Kepler-20,19.96
Kepler-203 b,Kepler-203,
Kepler-203 c,Kepler-203,
Kepler-203 d,Kepler-203,
Kepler-206 b,Kepler-206,
Kepler-206 c,Kepler-206,
Kepler-206 d,Kepler-206,
Kepler-207 b,Kepler-207,
Kepler-207 c,Kepler-207,
Kepler-207 d,Kepler-207,
Kepler-208 b,Kepler-208,
Kepler-208 c,Kepler-208,
Kepler-208 d,Kepler-208,
Kepler-208 e,Kepler-208,
Kepler-215 b,Kepler-215,
Kepler-215 c,Kepler-215,
Kepler-215 d,Kepler-215,
Kepler-215 e,Kepler-215,
Kepler-217 b,Kepler-217,
Kepler-217 c,Kepler-217,
Kepler-217 d,Kepler-217,
Kepler-218 b,Kepler-218,
Kepler-218 c,Kepler-218,
Kepler-218 d,Kepler-218,
Kepler-219 b,Kepler-219,
Kepler-219 c,Kepler-219,
Kepler-219 d,Kepler-219,
Kepler-220 b,Kepler-220,
Kepler-220 c,Kepler-220,
Kepler-220 d,Kepler-220,
Kepler-220 e,Kepler-220,
Kepler-221 b,Kepler-221,
Kepler-221 c,Kepler-221,
Kepler-221 d,Kepler-221,
Kepler-221 e,Kepler-221,
Kepler-222 b,Kepler-222,
Kepler-222 c,Kepler-222,
Kepler-222 d,Kepler-222,
Kepler-223 b,Kepler-223,7.4
Kepler-223 c,Kepler-223,5.1
Kepler-223 d,Kepler-223,8
Kepler-223 e,Kepler-223,4.8
Kepler-224 b,Kepler-224,
Kepler-224 c,Kepler-224,
Kepler-224 d,Kepler-224,
Kepler-224 e,Kepler-224,
Kepler-226 b,Kepler-226,
Kepler-226 c,Kepler-226,
Kepler-226 d,Kepler-226,
Kepler-228 b,Kepler-228,
Kepler-228 c,Kepler-228,
Kepler-228 d,Kepler-228,
Kepler-229 b,Kepler-229,
Kepler-229 c,Kepler-229,
Kepler-229 d,Kepler-229,
Kepler-23 b,Kepler-23,254.3
Kepler-23 c,Kepler-23,858.1
Kepler-23 d,Kepler-23,
Kepler-235 b,Kepler-235,
Kepler-235 c,Kepler-235,
Kepler-235 d,Kepler-235,
Kepler-235 e,Kepler-235,
Kepler-238 b,Kepler-238,
Kepler-238 c,Kepler-238,
Kepler-238 d,Kepler-238,
Kepler-238 e,Kepler-238,169.7
Kepler-238 f,Kepler-238,13.5
Kepler-24 b,Kepler-24,508.5
Kepler-24 c,Kepler-24,508.5
Kepler-24 d,Kepler-24,
Kepler-24 e,Kepler-24,
Kepler-244 b,Kepler-244,
Kepler-244 c,Kepler-244,
Kepler-244 d,Kepler-244,
Kepler-245 b,Kepler-245,
Kepler-245 c,Kepler-245,
Kepler-245 d,Kepler-245,
Kepler-245 e,Kepler-245,
Kepler-247 b,Kepler-247,
Kepler-247 c,Kepler-247,
Kepler-247 d,Kepler-247,
Kepler-249 b,Kepler-249,
Kepler-249 c,Kepler-249,
Kepler-249 d,Kepler-249,
Kepler-25 b,Kepler-25,8.7
Kepler-25 c,Kepler-25,15.2
Kepler-25 d,Kepler-25,71.9
Kepler-250 b,Kepler-250,
Kepler-250 c,Kepler-250,
Kepler-250 d,Kepler-250,
Kepler-251 b,Kepler-251,
Kepler-251 c,Kepler-251,
Kepler-251 d,Kepler-251,
Kepler-251 e,Kepler-251,
Kepler-253 b,Kepler-253,
Kepler-253 c,Kepler-253,
Kepler-253 d,Kepler-253,
Kepler-254 b,Kepler-254,
Kepler-254 c,Kepler-254,
Kepler-254 d,Kepler-254,
Kepler-255 b,Kepler-255,
Kepler-255 c,Kepler-255,
Kepler-255 d,Kepler-255,
Kepler-256 b,Kepler-256,
Kepler-256 c,Kepler-256,
Kepler-256 d,Kepler-256,
Kepler-256 e,Kepler-256,
Kepler-257 b,Kepler-257,
Kepler-257 c,Kepler-257,
Kepler-257 d,Kepler-257,
Kepler-26 b,Kepler-26,5.12
Kepler-26 c,Kepler-26,6.2
Kepler-26 d,Kepler-26,
Kepler-26 e,Kepler-26,
Kepler-265 b,Kepler-265,
Kepler-265 c,Kepler-265,
Kepler-265 d,Kepler-265,
Kepler-265 e,Kepler-265,
Kepler-267 b,Kepler-267,
Kepler-267 c,Kepler-267,
Kepler-267 d,Kepler-267,
Kepler-27 b,Kepler-27,2895.31
Kepler-27 c,Kepler-27,4385.87
Kepler-27 d,Kepler-27,
Kepler-271 b,Kepler-271,
Kepler-271 c,Kepler-271,
Kepler-271 d,Kepler-271,
Kepler-272 b,Kepler-272,
Kepler-272 c,Kepler-272,
Kepler-272 d,Kepler-272,
Kepler-275 b,Kepler-275,
Kepler-275 c,Kepler-275,
Kepler-275 d,Kepler-275,
Kepler-276 b,Kepler-276,
Kepler-276 c,Kepler-276,16.6
Kepler-276 d,Kepler-276,16.3
Kepler-279 b,Kepler-279,
Kepler-279 c,Kepler-279,49.4
Kepler-279 d,Kepler-279,37.5
Kepler-281 b,Kepler-281,
Kepler-281 c,Kepler-281,
Kepler-281 d,Kepler-281,
Kepler-282 b,Kepler-282,
Kepler-282 c,Kepler-282,
Kepler-282 d,Kepler-282,61
Kepler-282 e,Kepler-282,56.2
Kepler-286 b,Kepler-286,
Kepler-286 c,Kepler-286,
Kepler-286 d,Kepler-286,
Kepler-286 e,Kepler-286,
Kepler-288 b,Kepler-288,
Kepler-288 c,Kepler-288,
Kepler-288 d,Kepler-288,
Kepler-289 b,Kepler-289,7.3
Kepler-289 c,Kepler-289,132
Kepler-289 d,Kepler-289,4
Kepler-290 b,Kepler-290,
Kepler-290 c,Kepler-290,
Kepler-292 b,Kepler-292,
Kepler-292 c,Kepler-292,
Kepler-292 d,Kepler-292,
Kepler-292 e,Kepler-292,
Kepler-292 f,Kepler-292,
Kepler-295 b,Kepler-295,
Kepler-295 c,Kepler-295,
Kepler-295 d,Kepler-295,
Kepler-296 b,Kepler-296,
Kepler-296 c,Kepler-296,
Kepler-296 d,Kepler-296,
Kepler-296 e,Kepler-296,
Kepler-296 f,Kepler-296,
Kepler-297 b,Kepler-297,
Kepler-297 c,Kepler-297,
Kepler-298 b,Kepler-298,
Kepler-298 c,Kepler-298,
Kepler-298 d,Kepler-298,
Kepler-299 b,Kepler-299,
Kepler-299 c,Kepler-299,
Kepler-299 d,Kepler-299,
Kepler-299 e,Kepler-299,
Kepler-30 b,Kepler-30,11.3
Kepler-30 c,Kepler-30,640
Kepler-30 d,Kepler-30,23.1
Kepler-301 b,Kepler-301,
Kepler-301 c,Kepler-301,
Kepler-301 d,Kepler-301,
Kepler-304 b,Kepler-304,
Kepler-304 c,Kepler-304,
Kepler-304 d,Kepler-304,
Kepler-304 e,Kepler-304,
Kepler-305 b,Kepler-305,10.5
Kepler-305 c,Kepler-305,6
Kepler-305 d,Kepler-305,
Kepler-305 e,Kepler-305,
Kepler-306 b,Kepler-306,
Kepler-306 c,Kepler-306,
Kepler-306 d,Kepler-306,
Kepler-306 e,Kepler-306,
Kepler-31 b,Kepler-31,
Kepler-31 c,Kepler-31,1493.7
Kepler-31 d,Kepler-31,2161.244
Kepler-310 b,Kepler-310,
Kepler-310 c,Kepler-310,
Kepler-310 d,Kepler-310,
Kepler-311 b,Kepler-311,
Kepler-311 c,Kepler-311,
Kepler-319 b,Kepler-319,
Kepler-319 c,Kepler-319,
Kepler-319 d,Kepler-319,
Kepler-32 b,Kepler-32,1303
Kepler-32 c,Kepler-32,158.9
Kepler-32 d,Kepler-32,
Kepler-32 e,Kepler-32,
Kepler-32 f,Kepler-32,
Kepler-324 b,Kepler-324,
Kepler-324 c,Kepler-324,
Kepler-324 e,Kepler-324,
Kepler-325 b,Kepler-325,
Kepler-325 c,Kepler-325,
Kepler-325 d,Kepler-325,
Kepler-326 b,Kepler-326,
Kepler-326 c,Kepler-326,
Kepler-326 d,Kepler-326,
Kepler-327 b,Kepler-327,
Kepler-327 c,Kepler-327,
Kepler-327 d,Kepler-327,
Kepler-33 b,Kepler-33,
Kepler-33 c,Kepler-33,
Kepler-33 d,Kepler-33,
Kepler-33 e,Kepler-33,
Kepler-33 f,Kepler-33,
Kepler-331 b,Kepler-331,
Kepler-331 c,Kepler-331,
Kepler-331 d,Kepler-331,
Kepler-332 b,Kepler-332,
Kepler-332 c,Kepler-332,
Kepler-332 d,Kepler-332,
Kepler-334 b,Kepler-334,
Kepler-334 c,Kepler-334,
Kepler-334 d,Kepler-334,
Kepler-336 b,Kepler-336,
Kepler-336 c,Kepler-336,
Kepler-336 d,Kepler-336,
Kepler-338 b,Kepler-338,
Kepler-338 c,Kepler-338,
Kepler-338 d,Kepler-338,
Kepler-338 e,Kepler-338,8.5
Kepler-339 b,Kepler-339,
Kepler-339 c,Kepler-339,
Kepler-339 d,Kepler-339,
Kepler-341 b,Kepler-341,
Kepler-341 c,Kepler-341,
Kepler-341 d,Kepler-341,
Kepler-341 e,Kepler-341,
Kepler-342 b,Kepler-342,
Kepler-342 c,Kepler-342,
Kepler-342 d,Kepler-342,
Kepler-342 e,Kepler-342,
Kepler-347 b,Kepler-347,
Kepler-347 c,Kepler-347,
Kepler-350 b,Kepler-350,
Kepler-350 c,Kepler-350,6.1
Kepler-350 d,Kepler-350,14.9
Kepler-351 b,Kepler-351,
Kepler-351 c,Kepler-351,
Kepler-351 d,Kepler-351,
Kepler-352 b,Kepler-352,
Kepler-352 c,Kepler-352,
