2MASS J19383260+4603591 b,2MASS J19383260+4603591,0.33
47 UMa b,47 UMa,0.032
47 UMa c,47 UMa,0.098
47 UMa d,47 UMa,0.16
55 Cnc b,55 Cnc,0
55 Cnc c,55 Cnc,0.03
55 Cnc d,55 Cnc,0.13
55 Cnc e,55 Cnc,0.05
55 Cnc f,55 Cnc,0.08
61 Vir b,61 Vir,0.12
61 Vir c,61 Vir,0.14
61 Vir d,61 Vir,0.35
AU Mic b,AU Mic,0.186
AU Mic c,AU Mic,
AU Mic d,AU Mic,0.00305
CoRoT-7 b,CoRoT-7,0
CoRoT-7 c,CoRoT-7,0
CoRoT-7 d,CoRoT-7,
DMPP-1 b,DMPP-1,0.083
DMPP-1 c,DMPP-1,0.057
DMPP-1 d,DMPP-1,0.07
DMPP-1 e,DMPP-1,0.07
EPIC 201754305 d,K2-16,
EPIC 206024342 b,EPIC 206024342,
EPIC 206024342 c,EPIC 206024342,
EPIC 206024342 d,EPIC 206024342,
EPIC 249893012 b,EPIC 249893012,0.06
EPIC 249893012 c,EPIC 249893012,0.07
EPIC 249893012 d,EPIC 249893012,0.15
GJ 1061 b,GJ 1061,0.31
GJ 1061 c,GJ 1061,0.29
GJ 1061 d,GJ 1061,0.53
GJ 163 b,GJ 163,0.073
GJ 163 c,GJ 163,0.099
GJ 163 d,GJ 163,0.373
GJ 180 b,GJ 180,0.07
GJ 180 c,GJ 180,0.09
GJ 180 d,GJ 180,0.14
GJ 3138 b,GJ 3138,0.19
GJ 3138 c,GJ 3138,0.11
GJ 3138 d,GJ 3138,0.32
GJ 3293 b,GJ 3293,0.06
GJ 3293 c,GJ 3293,0.11
GJ 3293 d,GJ 3293,0.12
GJ 3293 e,GJ 3293,0.21
GJ 357 b,GJ 357,
GJ 357 c,GJ 357,
GJ 357 d,GJ 357,
GJ 367 b,GJ 367,0.06
GJ 367 c,GJ 367,0.09
GJ 367 d,GJ 367,0.14
GJ 433 b,GJ 433,0.04
GJ 433 c,GJ 433,0.12
GJ 433 d,GJ 433,0.07
GJ 581 b,GJ 581,0
GJ 581 c,GJ 581,0
GJ 581 e,GJ 581,0
GJ 667 C b,GJ 667 C,0.2
GJ 667 C c,GJ 667 C,0.02
GJ 667 C e,GJ 667 C,0.02
GJ 667 C f,GJ 667 C,0.03
GJ 667 C g,GJ 667 C,0.08
GJ 676 A b,GJ 676 A,0.319
GJ 676 A c,GJ 676 A,0.295
GJ 676 A d,GJ 676 A,0.192
GJ 676 A e,GJ 676 A,0.152
GJ 876 b,GJ 876,0.0324
GJ 876 c,GJ 876,0.25591
GJ 876 d,GJ 876,0.207
GJ 876 e,GJ 876,0.055
GJ 9827 b,GJ 9827,0.063
GJ 9827 c,GJ 9827,0.094
GJ 9827 d,GJ 9827,0.13
HD 10180 c,HD 10180,0.073
HD 10180 d,HD 10180,0.131
HD 10180 e,HD 10180,0.051
HD 10180 f,HD 10180,0.119
HD 10180 g,HD 10180,0.263
HD 10180 h,HD 10180,0.095
HD 108236 b,HD 108236,0.045
HD 108236 c,HD 108236,0.034
HD 108236 d,HD 108236,0.055
HD 108236 e,HD 108236,0.058
HD 108236 f,HD 108236,0.051
HD 110067 b,HD 110067,
HD 110067 c,HD 110067,
HD 110067 d,HD 110067,
HD 110067 e,HD 110067,
HD 110067 f,HD 110067,
HD 110067 g,HD 110067,
HD 11506 b,HD 11506,0.391
HD 11506 c,HD 11506,0.233
HD 11506 d,HD 11506,0.061
HD 125612 b,HD 125612,0.446
HD 125612 c,HD 125612,0.149
HD 125612 d,HD 125612,0.115
HD 133131 A b,HD 133131 A,0.33
HD 133131 A c,HD 133131 A,0.49
HD 133131 B b,HD 133131 B,0.61
HD 136352 b,HD 136352,0
HD 136352 c,HD 136352,0
HD 136352 d,HD 136352,0
HD 141399 b,HD 141399,0.04
HD 141399 c,HD 141399,0.048
HD 141399 d,HD 141399,0.074
HD 141399 e,HD 141399,0.26
HD 142 A d,HD 142,0.13
HD 142 b,HD 142,0.158
HD 142 c,HD 142,0.277
HD 153557 b,HD 153557,0.065
HD 153557 c,HD 153557,0.511
HD 153557 d,HD 153557,0.152
HD 158259 b,HD 158259,
HD 158259 c,HD 158259,
HD 158259 d,HD 158259,
HD 158259 e,HD 158259,
HD 158259 f,HD 158259,
HD 160691 b,HD 160691,
HD 160691 c,HD 160691,
HD 160691 d,HD 160691,
